Go.	Geh.
I'm very upset.	Ich bin sehr bestürzt.
I'm wide awake.	Ich bin hellwach.
I've been seen.	Ich bin gesehen worden.
I've been shot.	Ich bin angeschossen worden.
I've been shot.	Man hat mich angeschossen.
I've found Tom.	Ich habe Tom gefunden.
I've got a job.	Ich habe eine Arbeit.
I've got money.	Ich habe Geld.
I've got plans.	Ich habe Pläne.
I've got proof.	Ich habe Beweise.
I've lost hope.	Ich habe die Hoffnung verloren.
I've made stew.	Ich habe Eintopf gemacht.
I've moved out.	Ich bin ausgezogen.
I've remarried.	Ich habe wieder geheiratet.
I've seen that.	Das habe ich schon gesehen.
I've seen them.	Ich habe sie gesehen.
I've seen this.	Ich habe es gesehen.
I've solved it.	Ich habe es gelöst.
Is Boston safe?	Ist es in Boston sicher?
Is French easy?	Ist Französisch einfach?
Is French easy?	Ist Französisch leicht?
Is Tom adopted?	Tom ist adoptiert?
Is Tom in pain?	Hat Tom Schmerzen?
Is Tom jealous?	Ist Tom eifersüchtig?
Is Tom married?	Ist Tom verheiratet?
Is Tom nervous?	Ist Tom nervös?
Is Tom outside?	Ist Tom draußen?
Is Tom retired?	Ist Tom im Ruhestand?
Is Tom serious?	Ist es Tom ernst?
Is Tom singing?	Singt Tom?
Is Tom smiling?	Lächelt Tom?
Is Tom with us?	Ist Tom mit uns dabei?
Is Tom working?	Arbeitet Tom?
Is he American?	Ist er Amerikaner?
Is he Japanese?	Ist er Japaner?
Is he a doctor?	Ist er ein Arzt?
Is he a doctor?	Ist er Arzt?
Is he sleeping?	Schläft er?
Is it a secret?	Ist es ein Geheimnis?
Is it a weapon?	Ist es eine Waffe?
Is it far away?	Ist es weit weg?
Is it for here?	Möchten Sie hier essen?
Is it in there?	Ist es da drin?
Is it in there?	Ist er da drin?
Is it in there?	Ist sie da drin?
Is it possible?	Ist es möglich?
Is it that bad?	Ist es schlimm?
Is it too late?	Ist es zu spät?
Is it worth it?	Ist es das wert?
Is she at home?	Ist sie zu Hause?
Is she married?	Ist sie verheiratet?
Is that OK now?	Ist das jetzt in Ordnung?
Is that a bear?	Ist das ein Bär?
Is that a bird?	Ist das ein Vogel?
Is that a hint?	Ist das ein Wink?
Is that a mole?	Ist das ein Maulwurf?
Is that a wolf?	Ist das ein Wolf?
Is that coffee?	Ist das Kaffee?
Is that enough?	Reicht das?
Is that for me?	Ist das für mich?
Is that my hat?	Ist das mein Hut?
Is that my mug?	Ist das mein Becher?
Is that normal?	Ist das normal?
Is that so bad?	Ist das so schlecht?
Is there a fee?	Gibt es eine Gebühr?
Is this a bird?	Ist das ein Vogel?
Is this enough?	Reicht das?
Is this for me?	Ist das für mich?
Is this normal?	Ist das normal?
Isn't Tom cool?	Ist Tom nicht cool?
Isn't Tom cute?	Ist Tom nicht süß?
Isn't it black?	Ist es nicht schwarz?
Isn't it great?	Ist es nicht großartig?
Isn't that Tom?	Ist das nicht Tom?
It all changed.	Es hat sich alles verändert.
It costs a lot.	Das kostet eine Menge.
It didn't work.	Es hat nicht funktioniert.
It doesn't fit.	Es passt nicht.
It doesn't fit.	Er passt nicht.
It doesn't fit.	Sie passt nicht.
It gets better.	Es wird besser.
It has to stop.	Es muss aufhören.
It has to stop.	Das muss aufhören.
It is Saturday.	Es ist Samstag.
It is too late.	Es ist zu spät.
It isn't there.	Es ist nicht da.
It looks great.	Das sieht großartig aus.
It makes sense.	Es macht Sinn.
It makes sense.	Es hat Sinn.
It may be true.	Es könnte wahr sein.
It must be Tom.	Es muss Tom sein.
It smells good!	Es riecht gut!
It smells good!	Er riecht gut!
It smells good!	Sie riecht gut!
It sounds easy.	Das klingt einfach.
It sounds easy.	Das klingt leicht.
It sure is hot.	Es ist aber ganz schön heiß.
It tastes good.	Es ist lecker.
It was a dream.	Es war ein Traum.
It was a mouse.	Das war eine Maus.
It was a mouse.	Es war eine Maus.
It was for Tom.	Es war für Tom.
It was my idea.	Das war meine Idee.
It was my plan.	Es war meine Absicht.
It was my turn.	Ich war an der Reihe.
It was nothing.	Nicht der Rede wert!
It was on sale.	Es stand zum Verkauf an.
It was on sale.	Sie stand zum Verkauf an.
It was on sale.	Er stand zum Verkauf an.
It was perfect.	Es war perfekt.
It was snowing.	Es schneite.
It was snowing.	Es hat geschneit.
It was so dark.	Es war so dunkel.
It wasn't easy.	Es war nicht leicht.
It wasn't easy.	Das war nicht leicht.
It wasn't hard.	Es war nicht schwer.
It wasn't mine.	Es war nicht meines.
It wasn't mine.	Es war nicht meins.
It wasn't mine.	Es war nicht meine.
It wasn't ours.	Es war nicht unserer.
It wasn't ours.	Es war nicht unsere.
It wasn't ours.	Es war nicht unseres.
It will happen.	Es wird geschehen.
It works great.	Es funktioniert bestens.
It'll be great.	Es wird toll.
It'll be there.	Es wird da sein.
It'll get cold.	Es wird kalt werden.
It'll work now.	Es wird jetzt funktionieren.
It's Christmas.	Es ist Weihnachten.
It's OK to cry.	Es ist nichts dabei zu weinen.
It's Tom's car.	Das ist Toms Wagen.
It's Tom's job.	Es ist Toms Job.
It's Wednesday.	Heute ist Mittwoch.
It's a bargain.	Abgemacht!
It's a big one.	Das ist ein großer.
It's a classic.	Das ist ein Klassiker.
It's a firefly.	Das ist ein Glühwürmchen.
It's a hot day.	Es ist ein heißer Tag.
It's a new day.	Es ist ein neuer Tag.
It's a problem.	Es ist ein Problem.
It's a problem.	Das ist ein Problem.
It's a promise.	Es ist ein Versprechen.
It's admirable.	Es ist bewundernswert.
It's all Tom's.	Das gehört alles Tom.
It's all right.	Alles ist gut.
It's all right.	Das ist in Ordnung.
It's an ambush!	Es ist ein Überfall!
It's an ambush!	Es ist ein Hinterhalt!
It's an insult.	Es ist eine Beleidigung.
It's beautiful.	Das ist schön.
It's beyond me.	Das ist mir zu hoch.
It's beyond me.	Das übersteigt meinen Horizont.
It's brand new.	Es ist brandneu.
It's brand new.	Er ist nagelneu.
It's brand new.	Sie ist nagelneu.
It's cold here.	Es ist kalt hier.
It's confusing.	Das verwirrt.
It's dangerous.	Das ist gefährlich.
It's delicious.	Das ist köstlich.
It's delicious.	Es ist lecker.
It's different.	Das ist etwas anderes.
It's difficult.	Es ist schwierig.
It's forbidden.	Das ist verboten.
It's grotesque.	Es ist skurril.
It's hot today.	Es ist heute heiß.
It's hot today.	Heute ist es heiß.
It's hot today.	Es ist warm heute.
It's hot today.	Es ist heute warm.
It's important.	Das ist wichtig.
It's important.	Es ist wichtig.
It's incorrect.	Es ist inkorrekt.
It's marvelous.	Es ist wunderbar.
It's no secret.	Es ist kein Geheimnis.
It's no secret.	Das ist kein Geheimnis.
It's not a dog.	Ein Hund ist es nicht.
It's not a dog.	Das ist kein Hund.
It's not blood.	Das ist kein Blut.
It's not clean.	Es ist nicht sauber.
It's not funny.	Das ist nicht lustig!
It's not funny.	Es ist nicht lustig.
It's not funny.	Das ist nicht zum Lachen!
It's not there.	Es ist nicht da.
It's not yours.	Es gehört nicht dir.
It's on page 3.	Es ist auf Seite 3.
It's our fault.	Das ist unsere Schuld.
It's pointless.	Es hat keinen Zweck.
It's pointless.	Es hat keinen Sinn.
It's pointless.	Es ist sinnlos.
It's ready now.	Es ist jetzt fertig.
It's redundant.	Das ist überflüssig.
It's rush hour.	Es ist Hauptverkehrszeit.
It's rush hour.	Es ist Hauptgeschäftszeit.
It's rush hour.	Es ist Stoßzeit.
It's safe here.	Hier ist es sicher.
It's so boring.	Das ist so langweilig.
It's so simple.	Es ist so einfach.
It's so unfair.	Es ist so ungerecht.
It's so unfair.	Es ist so unfair.
It's the truth.	Es ist die Wahrheit.
It's their job.	Das ist ihre Aufgabe.
It's there now.	Es ist jetzt da.
It's this book.	Es ist dieses Buch.
It's too large.	Das ist zu groß.
It's too quiet.	Es ist zu ruhig.
It's too risky.	Das ist zu riskant.
It's too short.	Das ist zu kurz.
It's too small.	Es ist zu klein.
It's too tight.	Es ist zu eng.
It's up to you.	Es liegt bei dir.
It's up to you.	Es ist deine Entscheidung.
It's up to you.	Das hängt von dir ab.
It's very cold.	Es ist sehr kalt.
It's very dark.	Es ist sehr dunkel.
It's very dark.	Es ist zu dunkel.
It's very good.	Es ist sehr gut.
It's very loud.	Es ist sehr laut.
It's very nice.	Es ist sehr nett.
It's what I do.	Das ist, was ich tue.
It's wonderful.	Es ist wunderbar.
It's your book.	Das ist dein Buch.
It's your duty.	Es ist deine Pflicht.
It's your duty.	Es ist Ihre Pflicht.
It's your duty.	Es ist eure Pflicht.
It's your home.	Es ist deine Wohnung.
It's your home.	Es ist eure Wohnung.
It's your home.	Es ist Ihre Wohnung.
It's your move.	Du bist am Zug.
It's your turn.	Du bist dran.
It's your turn.	Du bist am Zug.
It's your turn.	Du bist an der Reihe.
Just apologize.	Entschuldige dich einfach!
Just apologize.	Entschuldigen Sie sich einfach!
Just apologize.	Entschuldigt euch einfach!
Just ignore it.	Ignorier es einfach!
Just let me go.	Lass mich einfach gehen.
Just sign here.	Nur hier unterschreiben.
Keep Tom quiet.	Halte Tom ruhig.
Keep Tom there.	Halte Tom dort.
Keep it on you.	Behalt es bei dir!
Keep it on you.	Behaltet es bei euch!
Keep it on you.	Behalten Sie es bei sich!
Keep it on you.	Behalt sie bei dir!
Keep it on you.	Behalt ihn bei dir!
Keep it simple.	Halte es einfach!
Keep me posted.	Halte mich auf dem Laufenden.
Keep me posted.	Halten Sie mich auf dem Laufenden.
Keep searching.	Such weiter!
Kids are cruel.	Kinder sind grausam.
Kissing is fun.	Küssen macht Spaß.
Large or small?	Groß oder klein?
Leave it alone.	Lass es gut sein!
Leave it there.	Lass es dort!
Leave it there.	Lasst es dort!
Leave it there.	Lassen Sie es dort!
Leave it to me.	Überlass das mir.
Leave it to me.	Überlasse das mir.
Leave it to me.	Lass mich mich darum kümmern.
Leave it to me.	Überlasst das mir.
Leave it to me.	Überlassen Sie das mir.
Leave it to us.	Überlass das uns!
Leave it to us.	Überlasst das uns!
Leave it to us.	Überlassen Sie das uns!
Leave me alone!	Lass mich doch in Ruhe!
Leave me alone.	Lass mich in Ruhe.
Leave tomorrow.	Reisen Sie morgen ab.
Leave us alone.	Lass uns in Ruhe!
Leave us alone.	Lass uns in Frieden!
Leave us alone.	Lass uns zufrieden!
Leave us alone.	Lass uns allein.
Leave us alone.	Lassen Sie uns allein.
Lend us a hand.	Fass mit an!
Lend us a hand.	Geh uns zur Hand!
Lend us a hand.	Fasst mit an!
Let Tom answer.	Lass Tom antworten.
Let Tom decide.	Lass Tom entscheiden.
Let Tom finish.	Lass Tom fertig machen.
Let it go, Tom.	Lass es los, Tom!
Let me do that.	Lassen Sie das mich machen.
Let me do this.	Lassen Sie das mich machen.
Let me explain.	Lass mich erklären.
Let me hear it.	Lass es mich hören.
Let the boy go.	Lass den Jungen gehen!
Let the boy go.	Lass den Knaben gehen!
Let us go home.	Lass uns nach Hause gehen.
Let us go home.	Lasst uns nach Hause gehen.
Let's be brave.	Lasst uns mutig sein.
Let's call Tom.	Rufen wir Tom an.
Let's continue.	Lasst uns weitermachen.
Let's enjoy it.	Genießen wir es!
Let's find Tom.	Suchen wir nach Tom.
Let's find out.	Finden wir es heraus!
Let's fire Tom.	Entlassen wir Tom.
Let's go on in.	Lass uns hineingehen!
Let's help Tom.	Lass uns Tom helfen.
Let's hurry up.	Wir sollten uns beeilen.
Let's meet Tom.	Lass uns Tom treffen.
Let's not play.	Lasst uns nicht spielen.
Let's play tag.	Kommt, wir spielen jetzt Fangen.
Let's play tag.	Komm, wir spielen jetzt Fangen.
Let's play tag.	Kommen Sie, wir spielen jetzt Fangen.
Let's practice.	Lasst uns üben.
Let's sit down.	Setzen wir uns doch!
Life is unfair.	Das Leben ist unfair.
Life is unfair.	Das Leben ist ungerecht.
Listen closely.	Hör genau zu!
Listen to this!	Hör dir das an!
Listen to this!	Hört euch das an!
Listen to this!	Hören Sie sich das an!
Listen to this.	Hör dir das mal an!
Listen, please.	Hör bitte zu!
Listen, please.	Hören Sie bitte zu
Listen, please.	Hört bitte zu!
Live and learn.	Man lernt nie aus.
Look at my arm.	Sieh dir meinen Arm an!
Look out there.	Pass auf da draußen.
Loosen up, Tom.	Werd mal locker, Tom.
Louder, please.	Lauter, bitte.
Love takes two.	Für die Liebe braucht es zwei.
Lunch is ready.	Mittagessen ist fertig.
Lunch is ready.	Das Mittagessen ist fertig.
Lying is wrong.	Es ist nicht recht zu lügen.
Make your move.	Du bist dran.
Many fish died.	Viele Fische starben.
Mary is a girl.	Maria ist ein Mädchen.
Mary is blonde.	Maria ist blond.
Mary is pretty.	Maria ist hübsch.
Mary likes you.	Maria mag dich.
Mary likes you.	Maria mag dich leiden.
Mary looks hot.	Maria sieht heiß aus.
Mary looks hot.	Maria sieht aus, aus ob ihr zu heiß sei.
May I go first?	Darf ich vorangehen?
May I go first?	Darf ich zuerst gehen?
May I help you?	Kann ich euch helfen?
May I help you?	Kann ich Ihnen helfen?
May I help you?	Kann ich dir helfen?
May I help you?	Darf ich dir helfen?
May I help you?	Darf ich euch helfen?
May I help you?	Darf ich Ihnen helfen?
May I join you?	Kann ich mich euch anschließen?
May I join you?	Darf ich mich dazusetzen?
May I join you?	Darf ich mitmachen?
May I kiss you?	Darf ich dich küssen?
May I sit down?	Darf ich mich setzen?
May I sit here?	Kann ich mich hier hinsetzen?
May I sit here?	Kann ich hier sitzen?
May I use that?	Darf ich das benutzen?
May I use this?	Darf ich das verwenden?
May I use this?	Darf ich das hier benutzen?
May we go home?	Dürfen wir nach Hause gehen?
Maybe it's Tom.	Vielleicht ist es Tom.
Men are greedy.	Die Menschen sind gierig.
Men are greedy.	Menschen sind habgierig.
Men are idiots.	Männer sind Doofköpfe.
Men are simple.	Männer sind schlicht.
Might is right.	Macht geht vor Recht.
Money is power.	Geld ist Macht.
More is needed.	Es ist mehr nötig.
Mum's the word.	Ich werde es für mich behalten.
Mum's the word.	Kein Wort von mir!
My chest hurts.	Meine Brust tut weh.
My desk is old.	Mein Schreibtisch ist alt.
My dog bit Tom.	Mein Hund hat Tom gebissen.
My dog's brown.	Mein Hund ist braun.
My hair is wet.	Ich habe feuchtes Haar.
My heart hurts.	Mir tut das Herz weh.
My jaw is sore.	Mir tut der Kiefer weh.
My jaw is sore.	Mein Kiefer schmerzt.
My joints ache.	Meine Gelenke tun weh.
My name is Tom.	Ich heiße Tom.
My name is Tom.	Tom ist mein Name.
My tire's flat.	Ich habe einen Platten.
My tooth hurts.	Mir schmerzt der Zahn.
My wife is mad.	Meine Frau ist verrückt.
My wrist hurts.	Mir tut das Handgelenk weh.
Never mind Tom.	Mach dir nichts daraus, Tom.
No one cheated.	Niemand betrog.
No one cheated.	Niemand schummelte.
No one is home.	Es ist niemand zu Hause.
No one knew it.	Kein Mensch wusste das.
No one laughed.	Niemand lachte.
No one saw Tom.	Niemand hat Tom gesehen.
No one shouted.	Niemand brüllte.
No one told me.	Das hat mir keiner gesagt.
No one told me.	Es hat mich niemand in Kenntnis gesetzt.
No one told me.	Es hat mich niemand unterrichtet.
Nobody laughed.	Niemand lachte.
Nobody listens.	Niemand hört zu.
Nobody saw Tom.	Niemand hat Tom gesehen.
Nobody told me.	Das hat mir keiner gesagt.
Nobody told me.	Davon hat mir niemand erzählt.
Nobody told me.	Das hat mir niemand erzählt.
Nobody told me.	Das hat mir niemand gesagt.
Nobody'll know.	Niemand wird's erfahren.
Nobody's happy.	Niemand ist glücklich.
Nobody's happy.	Keiner ist glücklich.
Nobody's there.	Es ist niemand hier.
Now I feel bad.	Jetzt fühle ich mich schlecht.
Now I know why.	Jetzt weiß ich, warum.
Now I remember.	Jetzt erinnere ich mich.
Now do you see?	Begreifst du jetzt?
Now do you see?	Begreift ihr jetzt?
Now do you see?	Begreifen Sie jetzt?
Now don't move.	Jetzt nicht bewegen!
Now don't pout.	Jetzt schmoll nicht!
Now just relax.	Jetzt entspann dich einfach.
Now you owe me.	Jetzt schuldest du mir etwas.
Only God knows.	Gott allein weiß es.
Only God knows.	Das weiß nur Gott.
Only Tom knows.	Das weiß nur Tom.
Open the doors.	Öffne die Türen!
Open the doors.	Öffnen Sie die Türen!
Open the doors.	Öffnet die Türen!
Open this door.	Öffne diese Tür.
Open this door.	Öffnet diese Tür.
Open this door.	Öffnen Sie diese Tür.
Open this door.	Mach diese Tür auf.
Open this door.	Macht diese Tür auf.
Open this door.	Machen Sie diese Tür auf.
Open your eyes.	Öffnen Sie Ihre Augen.
Open your eyes.	Öffnet eure Augen.
Open your eyes.	Öffne die Augen.
Open your eyes.	Mache deine Augen auf.
Open your eyes.	Mach deine Augen auf.
Open your hand.	Öffne deine Hand.
Pack your gear.	Pack dein Zeug.
People like me.	Ich bin beliebt.
Pigs can't fly.	Schweine können nicht fliegen.
Play us a tune.	Spiel uns eine Melodie.
Please bill me.	Bitte machen Sie mir die Rechnung.
Please come in.	Herein bitte.
Please do that.	Bitte mach das!
Please do this.	Bitte mach das!
Please get Tom.	Bitte hol Tom.
Please go away.	Entferne dich bitte!
Please go away.	Gehe bitte weg!
Please help me.	Hilf mir, bitte.
Please help me.	Helfen Sie mir bitte.
Please move on.	Bitte weitergehen.
Please open it.	Öffne es bitte!
Please proceed.	Bitte fahren Sie fort.
Please say yes.	Sag bitte ja!
Please shut up.	Bitte halt den Mund!
Please shut up.	Bitte halte den Mund!
Please shut up.	Bitte halten Sie den Mund!
Please shut up.	Bitte haltet den Mund!
Please stop it.	Lass es bitte.
Please stop it.	Hört bitte damit auf.
Please stop it.	Unterlassen Sie das bitte.
Please try one.	Bitte, versuchen Sie eines.
Please try one.	Bitte, versuchen Sie eine.
Please try one.	Bitte, versuchen Sie einen.
Prepare to die.	Mache dich bereit zu sterben!
Prices went up.	Die Preise sind gestiegen.
Prove it to me.	Beweis es mir.
Pull over here.	Fahren Sie hier heran!
Pull over here.	Fahre hier heran!
Read this book.	Lies dieses Buch.
Read this book.	Lesen Sie dieses Buch!
Read your book.	Lies dein Buch.
Return at once.	Komm sofort zurück!
Save me a seat.	Halt mir einen Platz frei.
Save me a seat.	Haltet mir einen Platz frei.
Save me a seat.	Halten Sie mir einen Platz frei.
Say that again.	Sag das nochmal.
School is over.	Die Schule ist aus.
Science is fun.	Wissenschaft macht Spaß.
Seals eat fish.	Robben fressen Fische.
Seals eat fish.	Robben ernähren sich von Fisch.
Send Tom to me.	Schick Tom zu mir!
Send Tom to me.	Schickt Tom zu mir!
Send Tom to me.	Schicken Sie Tom zu mir!
Shall we begin?	Sollen wir anfangen?
Shall we begin?	Sollen wir beginnen?
Shall we dance?	Sollen wir tanzen?
Shall we order?	Sollen wir bestellen?
Shall we start?	Sollen wir anfangen?
Shall we start?	Sollen wir beginnen?
She adores him.	Sie findet ihn hinreißend.
She adores him.	Sie schwärmt für ihn.
She adores him.	Sie verehrt ihn.
She adores him.	Sie betet ihn an.
She called him.	Sie rief ihn an.
She came alone.	Sie kam allein.
She can't swim.	Sie kann nicht schwimmen.
She choked him.	Sie hat ihn erwürgt.
She cooks well.	Sie kocht gut.
She cooks well.	Sie kann gut kochen.
She ditched me.	Sie hat mit mir Schluss gemacht.
She ditched me.	Sie hat mir den Laufpass gegeben.
She ditched me.	Sie hat mich abserviert.
She dumped him.	Sie hat ihm den Laufpass gegeben.
She dumped him.	Sie gab ihm den Laufpass.
She fooled him.	Sie hat ihn genarrt.
She gave money.	Sie gab Geld.
She got caught.	Sie wurde erwischt.
She has a bike.	Sie hat ein Rad.
She has a book.	Sie hat ein Buch.
She has a cold.	Sie ist erkältet.
She has a cold.	Sie hat eine Erkältung.
She has brains.	Sie ist ein gescheites Köpfchen.
She helped him.	Sie hat ihm geholfen.
She hugged him.	Sie hat ihn umarmt.
She hugged him.	Sie umarmte ihn.
She is a nurse.	Sie ist Krankenschwester.
